"study","sub_study","y"
"CDA1-C","CDA1-A-CF5",263.96
"CDA1-C","CDA1-A-CF5",299.94
"CDA1-C","CDA1-A-CF5",25.76
"CDA1-C","CDA1-A-CF5",271.9
"CDA1-C","CDA1-A-CF5",45.84
"CDA1-C","CDA1-A-CF5",9.82
"CDA1-C","CDA1-A-CF5",93.36
"CDA1-C","CDA1-A-CF5",541.24
"CDA1-C","CDA1-A-CF5",106.32
"CDA1-C","CDA1-A-CF5",1323.9
"CDA1-C","CDA1-A-CF5",126.624
"CDA1-C","CDA1-A-CF5",125.944
"CDA1-C","CDA1-A-CF5",663.92
"CDA1-C","CDA1-A-CF5",120
"CDA1-C","CDA1-A-CF5",3.29
"CDA1-C","CDA1-A-CF5",18.84
"CDA1-C","CDA1-A-CF5",60.672
"CDA1-C","CDA1-A-CF5",30.816
"CDA1-C","CDA1-A-CF5",52.792
"CDA1-C","CDA1-A-CF5",83.9
"CDA1-C","CDA1-A-CF5",11.76
"CDA1-C","CDA1-A-CF5",4.992
"CDA1-C","CDA1-A-CF5",87.92
"CDA1-C","CDA1-A-CF5",657.93
"CDA1-C","CDA1-A-CF5",1.044
"CDA1-C","CDA1-A-CF5",210.68
"CDA1-C","CDA1-A-CF5",78.8
"CDA1-C","CDA1-A-CF5",19.99
"CDA1-C","CDA1-A-CF5",772.68
"CDA1-C","CDA1-A-CF5",106.08
"CDA1-C","CDA1-A-CF5",23.076
"CDA1-C","CDA1-A-CF5",25.92
"CDA1-C","CDA1-A-CF5",47.952
"CDA1-C","CDA1-A-CF5",0.984
"CDA1-C","CDA1-A-CF5",75.384
"CDA1-C","CDA1-A-CF5",4.608
"CDA1-C","CDA1-A-CF5",37.68
"CDA1-C","CDA1-A-CF5",41.91
"CDA1-C","CDA1-A-CF5",435.999
"CDA1-C","CDA1-A-CF5",388.704
"CDA1-C","CDA1-A-CF5",572.58
"CDA1-C","CDA1-A-CF5",33.18
"CDA1-C","CDA1-A-CF5",63.88
"CDA1-C","CDA1-A-CF5",26.72
"CDA1-C","CDA1-A-CF5",295.056
"CDA1-C","CDA1-A-CF5",393.25
"CDA1-C","CDA1-A-CF5",2.214
"CDA1-C","CDA1-A-CF5",16.272
"CDA1-C","CDA1-A-CF5",706.86
"CDA1-C","CDA1-A-CF5",5.97
"CDA1-C","CDA1-A-CF5",21.184
"CDA1-C","CDA1-A-CF5",41.376
"CDA1-C","CDA1-A-CF5",17.94
"CDA1-C","CDA1-A-CF5",2.655
"CDA1-C","CDA1-A-CF5",892.35
"CDA1-C","CDA1-A-CF5",307.666
"CDA1-C","CDA1-A-CF5",728.82
"CDA1-C","CDA1-A-CF5",41.36
"CDA1-C","CDA1-A-CF5",43.176
"CDA1-C","CDA1-A-CF5",4.16
"CDA1-C","CDA1-A-CF5",61.4
"CDA1-C","CDA1-A-CF5",24.448
"CDA1-C","CDA1-A-CF5",263.96
"CDA1-C","CDA1-A-CF5",359.97
"CDA1-C","CDA1-A-CF5",12.96
"CDA1-C","CDA1-A-CF5",116.82
"CDA1-C","CDA1-A-CF5",276.784
"CDA1-C","CDA1-A-CF5",239.97
"CDA1-C","CDA1-A-CF5",16.02
"CDA1-C","CDA1-A-CF5",454.56
"CDA1-C","CDA1-A-CF5",141.42
"CDA1-C","CDA1-A-CF5",310.744
"CDA1-C","CDA1-A-CF5",12.736
"CDA1-C","CDA1-A-CF5",6.47
"CDA1-C","CDA1-A-CF5",13.748
"CDA1-C","CDA1-A-CF5",15.224
"CDA1-C","CDA1-A-CF5",27.42
"CDA1-C","CDA1-A-CF5",165.98
"CDA1-C","CDA1-A-CF5",75
"CDA1-C","CDA1-A-CF5",134.272
"CDA1-C","CDA1-A-CF5",146.544
"CDA1-C","CDA1-A-CF5",131.904
"CDA1-C","CDA1-A-CF5",203.88
"CDA1-C","CDA1-A-CF5",14.301
"CDA1-C","CDA1-A-CF5",718.64
"CDA1-C","CDA1-A-CF5",61.1
"CDA1-C","CDA1-A-CF5",28.08
"CDA1-C","CDA1-A-CF5",10.496
"CDA1-C","CDA1-A-CF5",39.92
"CDA1-C","CDA1-A-CF5",77.58
"CDA1-C","CDA1-A-CF5",269.36
"CDA1-C","CDA1-A-CF5",5.76
"CDA1-C","CDA1-A-CF5",109.9
"CDA1-C","CDA1-A-CF5",23.88
"CDA1-C","CDA1-A-CF5",26.2
"CDA1-C","CDA1-A-CF5",12.96
"CDA1-C","CDA1-A-CF5",234.95
"CDA1-C","CDA1-A-CF5",118.25
"CDA1-C","CDA1-A-CF5",4.28
"CDA1-C","CDA1-A-CF5",26.85
"CDA1-C","CDA1-A-CF5",3357.6
"CDA1-C","CDA1-A-CF5",8.26
"CDA1-C","CDA1-A-CF5",2973.32
"CDA1-C","CDA1-A-CF5",104.79
"CDA1-C","CDA1-A-CF5",775.728
"CDA1-C","CDA1-A-CF5",89.0664
"CDA1-C","CDA1-A-CF5",175.44
"CDA1-C","CDA1-A-CF5",438.336
"CDA1-C","CDA1-A-CF5",215.544
"CDA1-C","CDA1-A-CF5",55.584
"CDA1-C","CDA1-A-CF5",127.386
"CDA1-C","CDA1-A-CF5",248.43
"CDA1-C","CDA1-A-CF5",11.648
"CDA1-C","CDA1-A-CF5",85.246
"CDA1-C","CDA1-A-CF5",20.64
"CDA1-C","CDA1-A-CF5",148.02
"CDA1-C","CDA1-A-CF5",33.29
"CDA1-C","CDA1-A-CF5",204.95
"CDA1-C","CDA1-A-CF5",526.344
"CDA1-C","CDA1-A-CF5",41.96
"CDA1-C","CDA1-A-CF5",451.152
"CDA1-C","CDA1-A-CF5",31.504
"CDA1-C","CDA1-A-CF5",30.672
"CDA1-C","CDA1-A-CF5",1079.976
"CDA1-C","CDA1-A-CF5",161.568
"CDA1-C","CDA1-A-CF5",2.934
"CDA1-C","CDA1-A-CF5",18.528
"CDA1-C","CDA1-A-CF5",670.752
"CDA1-C","CDA1-A-CF5",64.96
"CDA1-C","CDA1-A-CF5",41.94
"CDA1-C","CDA1-A-CF5",11.96
"CDA1-C","CDA1-A-CF5",13.12
"CDA1-C","CDA1-A-CF5",535.41
"CDA1-C","CDA1-A-CF5",72.78
"CDA1-C","CDA1-A-CF5",36.84
"CDA1-C","CDA1-A-CF5",87.71
"CDA1-C","CDA1-A-CF5",562.2925
"CDA1-C","CDA1-A-CF5",56.52
"CDA1-C","CDA1-A-CF5",11.264
"CDA1-C","CDA1-A-CF5",284.08
"CDA1-C","CDA1-A-CF5",18.496
"CDA1-C","CDA1-A-CF5",14.73
"CDA1-C","CDA1-A-CF5",186.54
"CDA1-C","CDA1-A-CF5",557.728
"CDA1-C","CDA1-A-CF5",159.968
"CDA1-C","CDA1-A-CF5",471.9
"CDA1-C","CDA1-A-CF5",3.52
"CDA1-D","CDA1-A-CF5",49.12
"CDA1-D","CDA1-A-CF5",20.16
"CDA1-D","CDA1-A-CF5",10.68
"CDA1-D","CDA1-A-CF5",141.96
"CDA1-D","CDA1-A-CF5",32.48
"CDA1-D","CDA1-A-CF5",20.04
"CDA1-D","CDA1-A-CF5",13999.96
"CDA1-D","CDA1-A-CF5",238
"CDA1-D","CDA1-A-CF5",61.96
"CDA1-D","CDA1-A-CF5",239.372
"CDA1-D","CDA1-A-CF5",595
"CDA1-D","CDA1-A-CF5",16.032
"CDA1-D","CDA1-A-CF5",199.75
"CDA1-D","CDA1-A-CF5",227.96
"CDA1-D","CDA1-A-CF5",293.52
"CDA1-D","CDA1-A-CF5",307.98
"CDA1-D","CDA1-A-CF5",96.96
"CDA1-D","CDA1-A-CF5",117.488
"CDA1-D","CDA1-A-CF5",11.952
"CDA1-D","CDA1-A-CF5",512.499
"CDA1-D","CDA1-A-CF5",863.128
"CDA1-D","CDA1-A-CF5",2036.86
"CDA1-D","CDA1-A-CF5",449.568
"CDA1-D","CDA1-A-CF5",108.96
"CDA1-D","CDA1-A-CF5",264.18
"CDA1-D","CDA1-A-CF5",2.88
"CDA1-D","CDA1-A-CF5",41.904
"CDA1-D","CDA1-A-CF5",23.92
"CDA1-D","CDA1-A-CF5",156.512
"CDA1-D","CDA1-A-CF5",128.34
"CDA1-D","CDA1-A-CF5",474.95
"CDA1-D","CDA1-A-CF5",999.98
"CDA1-D","CDA1-A-CF5",277.5
"CDA1-D","CDA1-A-CF5",1252.704
"CDA1-D","CDA1-A-CF5",110.97
"CDA1-D","CDA1-A-CF5",22.608
"CDA1-D","CDA1-A-CF5",1.892
"CDA1-D","CDA1-A-CF5",63.312
"CDA1-D","CDA1-A-CF5",7.824
"CDA1-D","CDA1-A-CF5",170.072
"CDA1-D","CDA1-A-CF5",62.82
"CDA1-D","CDA1-A-CF5",19.44
"CDA1-D","CDA1-A-CF5",7.38
"CDA1-D","CDA1-A-CF5",38.88
"CDA1-D","CDA1-A-CF5",187.76
"CDA1-D","CDA1-A-CF5",6.048
"CDA1-D","CDA1-A-CF5",98.352
"CDA1-D","CDA1-A-CF5",335.744
"CDA1-D","CDA1-A-CF5",8.96
"CDA1-D","CDA1-A-CF5",89.568
"CDA1-D","CDA1-A-CF5",71.96
"CDA1-D","CDA1-A-CF5",15.552
"CDA1-D","CDA1-A-CF5",10.43
"CDA1-D","CDA1-A-CF5",72.784
"CDA1-D","CDA1-A-CF5",67.15
"CDA1-D","CDA1-A-CF5",549.98
"CDA1-D","CDA1-A-CF5",11.82
"CDA1-D","CDA1-A-CF5",4643.8
"CDA1-D","CDA1-A-CF5",577.764
"CDA1-D","CDA1-A-CF5",191.5155
"CDA1-D","CDA1-A-CF5",2.624
"CDA1-D","CDA1-A-CF5",1369.764
"CDA1-D","CDA1-A-CF5",294.368
"CDA1-D","CDA1-A-CF5",81.568
"CDA1-D","CDA1-A-CF5",44.46
"CDA1-D","CDA1-A-CF5",314.088
"CDA1-D","CDA1-A-CF5",6.336
"CDA1-D","CDA1-A-CF5",10.48
"CDA1-D","CDA1-A-CF5",2.469
"CDA1-D","CDA1-A-CF5",3.264
"CDA1-D","CDA1-A-CF5",4.344
"CDA1-D","CDA1-A-CF5",31.776
"CDA1-D","CDA1-A-CF5",4.928
"CDA1-D","CDA1-A-CF5",1.788
"CDA1-D","CDA1-A-CF5",15.072
"CDA1-D","CDA1-A-CF5",12.624
"CDA1-D","CDA1-A-CF5",185.88
"CDA1-D","CDA1-A-CF5",12.96
"CDA1-D","CDA1-A-CF5",189.7
"CDA1-D","CDA1-A-CF5",40.99
"CDA1-D","CDA1-A-CF5",82.64
"CDA1-D","CDA1-A-CF5",31.02
"CDA1-D","CDA1-A-CF5",89.97
"CDA1-D","CDA1-A-CF5",35.97
"CDA1-D","CDA1-A-CF5",1266.86
"CDA1-D","CDA1-A-CF5",169.45
"CDA1-D","CDA1-A-CF5",40.68
"CDA1-D","CDA1-A-CF5",3.328
"CDA1-D","CDA1-A-CF5",933.262
"CDA1-D","CDA1-A-CF5",2803.92
"CDA1-D","CDA1-A-CF5",4.768
"CDA1-D","CDA1-A-CF5",6.672
"CDA1-D","CDA1-A-CF5",4.448
"CDA1-D","CDA1-A-CF5",43.936
"CDA1-D","CDA1-A-CF5",23.744
"CDA1-D","CDA1-A-CF5",357
"CDA1-D","CDA1-A-CF5",806.336
"CDA1-D","CDA1-A-CF5",85.44
"CDA1-D","CDA1-A-CF5",344.91
"CDA1-D","CDA1-A-CF5",70.97
"CDA1-D","CDA1-A-CF5",36.784
"CDA1-D","CDA1-A-CF5",743.988
"CDA1-D","CDA1-A-CF5",11.212
"CDA1-D","CDA1-A-CF5",4.712
"CDA1-D","CDA1-A-CF5",180.98
"CDA1-D","CDA1-A-CF5",60.416
"CDA1-D","CDA1-A-CF5",299.99
"CDA1-D","CDA1-A-CF5",192.16
"CDA1-D","CDA1-A-CF5",242.624
"CDA1-D","CDA1-A-CF5",46.74
"CDA1-D","CDA1-A-CF5",174.95
"CDA1-D","CDA1-A-CF5",100.704
"CDA1-D","CDA1-A-CF5",368.91
"CDA1-D","CDA1-A-CF5",8.02
"CDA1-D","CDA1-A-CF5",171.04
"CDA1-D","CDA1-A-CF5",19.44
"CDA1-D","CDA1-A-CF5",13.092
"CDA1-D","CDA1-A-CF5",122.94
"CDA1-D","CDA1-A-CF5",35.448
"CDA1-D","CDA1-A-CF5",19.98
"CDA1-D","CDA1-A-CF5",69.375
"CDA1-D","CDA1-A-CF5",31.68
"CDA1-D","CDA1-A-CF5",2003.168
"CDA1-D","CDA1-A-CF5",9.344
"CDA1-D","CDA1-A-CF5",2563.056
"CDA1-D","CDA1-A-CF5",387.136
"CDA1-D","CDA1-A-CF5",3.424
"CDA1-D","CDA1-A-CF5",1085.42
"CDA1-D","CDA1-A-CF5",43.056
"CDA1-D","CDA1-A-CF5",3.762
"CDA1-D","CDA1-A-CF5",34.86
"CDA1-D","CDA1-A-CF5",432.456
"CDA1-D","CDA1-A-CF5",675.06
"CDA1-D","CDA1-A-CF5",65.232
"CDA1-D","CDA1-A-CF5",207
"CDA1-D","CDA1-A-CF5",600.53
"CDA1-D","CDA1-A-CF5",59.904
"CDA1-D","CDA1-A-CF5",637.44
"CDA1-D","CDA1-A-CF5",51.756
"CDA1-D","CDA1-A-CF5",31.104
"CDA1-D","CDA1-A-CF5",47.96
"CDA1-D","CDA1-A-CF5",158.928
"CDA1-D","CDA1-A-CF5",211.248
"CDA1-D","CDA1-A-CF5",5.552
"CDA1-D","CDA1-A-CF5",2.952
"CDA1-D","CDA1-A-CF5",10.332
"CDA1-D","CDA1-A-CF5",18.368
"CDA1-D","CDA1-A-CF5",299.9
"CDA1-D","CDA1-A-CF5",26.55
"CDA1-D","CDA1-A-CF5",111.98
"CDA1-D","CDA1-A-CF5",4.928
"CDA1-D","CDA1-A-CF5",11.784
"CDA1-D","CDA1-A-CF5",7.98
"CDA1-D","CDA1-A-CF5",180.96
"CDA1-D","CDA1-A-CF5",1649.95
"CDA1-D","CDA1-A-CF5",362.352
"CDA1-D","CDA1-A-CF5",73.584
"CDA1-D","CDA1-A-CF5",486.368
"CDA1-D","CDA1-A-CF5",32.4
"CDA1-D","CDA1-A-CF5",41.86
"CDA1-D","CDA1-A-CF5",77.56
"CDA1-D","CDA1-A-CF5",37.17
"CDA1-D","CDA1-A-CF5",137.352
"CDA1-D","CDA1-A-CF5",376.509
"CDA1-D","CDA1-A-CF5",62.72
"CDA1-D","CDA1-A-CF5",2939.93
"CDA1-D","CDA1-A-CF5",512.358
"CDA1-D","CDA1-A-CF5",3.488
"CDA1-D","CDA1-A-CF5",22.288
"CDA1-D","CDA1-A-CF5",16.032
"CDA1-D","CDA1-A-CF5",1.752
"CDA1-D","CDA1-A-CF5",20.992
"CDA1-D","CDA1-A-CF5",11.21
"CDA1-D","CDA1-A-CF5",45.04
"CDA1-D","CDA1-A-CF5",15.624
"CDA1-D","CDA1-A-CF5",8.74
"CDA1-D","CDA1-A-CF5",44.75
"CDA1-D","CDA1-A-CF5",61.68
"CDA1-D","CDA1-A-CF5",158.376
"CDA1-D","CDA1-A-CF5",2.864
"CDA1-D","CDA1-A-CF5",94.192
"CDA1-D","CDA1-A-CF5",143.7
"CDA1-D","CDA1-A-CF5",6.48
"CDA1-D","CDA1-A-CF5",7.88
"CDA1-D","CDA1-A-CF5",11.21
"CDA1-D","CDA1-A-CF5",354.9
"CDA1-D","CDA1-A-CF5",17.94
"CDA1-D","CDA1-A-CF5",51.8
"CDA1-D","CDA1-A-CF5",299.52
"CDA1-D","CDA1-A-CF5",7.7
"CDA1-D","CDA1-A-CF5",23.92
"CDA1-D","CDA1-A-CF5",498
"CDA1-D","CDA1-A-CF5",436.704
"CDA1-D","CDA1-A-CF5",32.4
"CDA1-D","CDA1-A-CF5",61.44
"CDA1-D","CDA1-A-CF5",73.36
"CDA1-D","CDA1-A-CF5",59.2
"CDA1-D","CDA1-A-CF5",32.952
"CDA1-D","CDA1-A-CF5",218.376
"CDA1-D","CDA1-A-CF5",31.4
"CDA1-D","CDA1-A-CF5",9.48
"CDA1-D","CDA1-A-CF5",209.5
"CDA1-D","CDA1-A-CF5",24.3
"CDA1-D","CDA1-A-CF5",6.48
"CDA1-D","CDA1-A-CF5",32.448
"CDA1-D","CDA1-A-CF5",26.388
"CDA1-D","CDA1-A-CF5",373.47
"CDA1-D","CDA1-A-CF5",64.2
"CDA1-D","CDA1-A-CF5",8
"CDA1-D","CDA1-A-CF5",186.54
"CDA1-D","CDA1-A-CF5",87.08
"CDA1-D","CDA1-A-CF5",105.584
"CDA1-D","CDA1-A-CF5",217.44
"CDA1-D","CDA1-A-CF5",31.744
"CDA1-D","CDA1-A-CF5",5.432
"CDA1-D","CDA1-A-CF5",913.43
"CDA1-D","CDA1-A-CF5",372.144
"CDA1-D","CDA1-A-CF5",751.984
"CDA1-D","CDA1-A-CF5",604.768
"CDA1-D","CDA1-A-CF5",27.36
"CDA1-D","CDA1-A-CF5",20.56
"CDA1-D","CDA1-A-CF5",83.92
"CDA1-D","CDA1-A-CF5",902.712
"CDA1-D","CDA1-A-CF5",120.666
"CDA1-D","CDA1-A-CF5",4.984
"CDA1-D","CDA1-A-CF5",82.26
"CDA1-D","CDA1-A-CF5",29.74
"CDA1-D","CDA1-A-CF5",87.36
"CDA1-D","CDA1-A-CF5",56.16
"CDA1-D","CDA1-A-CF5",64.384
"CDA1-D","CDA1-A-CF5",64.784
"CDA1-D","CDA1-A-CF5",15.552
"CDA1-D","CDA1-A-CF5",223.888
"CDA1-D","CDA1-A-CF5",10.896
"CDA1-D","CDA1-A-CF5",84.784
"CDA1-D","CDA1-A-CF5",241.5
"CDA1-D","CDA1-A-CF5",59.97
"CDA1-D","CDA1-A-CF5",13.36
"CDA1-D","CDA1-A-CF5",11.808
"CDA1-D","CDA1-A-CF5",16.24
"CDA1-D","CDA1-A-CF5",77.55
"CDA1-D","CDA1-A-CF5",76.12
"CDA1-D","CDA1-A-CF5",17.184
"CDA1-D","CDA1-A-CF5",11.76
"CDA1-D","CDA1-A-CF5",27.46
"CDA1-D","CDA1-A-CF5",137.94
"CDA1-D","CDA1-A-CF5",111.15
"CDA1-D","CDA1-A-CF5",901.95
"CDA1-D","CDA1-A-CF5",366.009
"CDA1-D","CDA1-A-CF5",310.688
"CDA1-D","CDA1-A-CF5",7.68
"CDA1-D","CDA1-A-CF5",155.372
"CDA1-D","CDA1-A-CF5",10.744
"CDA1-D","CDA1-A-CF5",232.4
"CDA1-D","CDA1-A-CF5",164.646
"CDA1-D","CDA1-A-CF5",22.68
"CDA1-D","CDA1-A-CF5",105.52
"CDA1-D","CDA1-A-CF5",83.92
"CDA1-D","CDA1-A-CF5",141.9
"CDA1-D","CDA1-A-CF5",39.98
"CDA1-D","CDA1-A-CF5",28.91
"CDA1-D","CDA1-A-CF5",174.95
"CDA1-D","CDA1-A-CF5",110.528
"CDA1-D","CDA1-A-CF5",630.024
"CDA1-D","CDA1-A-CF5",27.86
"CDA1-D","CDA1-A-CF5",933.408
"CDA1-D","CDA1-A-CF5",51.84
"CDA1-D","CDA1-A-CF5",165.6
"CDA1-D","CDA1-A-CF5",106.32
"CDA1-D","CDA1-A-CF5",147.92
"CDA1-D","CDA1-A-CF5",104.28
"CDA1-D","CDA1-A-CF5",286.85
"CDA1-D","CDA1-A-CF5",66.96
"CDA1-D","CDA1-A-CF5",199.98
"CDA1-D","CDA1-A-CF5",45
"CDA1-D","CDA1-A-CF5",17.9
"CDA1-D","CDA1-A-CF5",40.48
"CDA1-D","CDA1-A-CF5",2154.9
"CDA1-D","CDA1-A-CF5",18.432
"CDA1-D","CDA1-A-CF5",10.944
"CDA1-D","CDA1-A-CF5",4.36
"CDA1-D","CDA1-A-CF5",62.352
"CDA1-D","CDA1-A-CF5",303.92
"CDA1-D","CDA1-A-CF5",129.3
"CDA1-D","CDA1-A-CF5",274.2
"CDA1-D","CDA1-A-CF5",6.048
"CDA1-D","CDA1-A-CF5",6.848
"CDA1-D","CDA1-A-CF5",9.96
"CDA1-D","CDA1-A-CF5",8.552
"CDA1-D","CDA1-A-CF5",45.584
"CDA1-D","CDA1-A-CF5",25.488
"CDA1-D","CDA1-A-CF5",136.96
"CDA1-D","CDA1-A-CF5",49.616
"CDA1-D","CDA1-A-CF5",10.584
"CDA1-D","CDA1-A-CF5",84.416
"CDA1-D","CDA1-A-CF5",431.94
"CDA1-D","CDA1-A-CF5",2.043
"CDA1-D","CDA1-A-CF5",68.238
"CDA1-D","CDA1-A-CF5",240.744
"CDA1-D","CDA1-A-CF5",35
"CDA1-D","CDA1-A-CF5",210.68
"CDA1-D","CDA1-A-CF5",637.896
"CDA1-D","CDA1-A-CF5",43.44
"CDA1-D","CDA1-A-CF5",2.22
"CDA1-D","CDA1-A-CF5",1679.96
"CDA1-D","CDA1-A-CF5",344.372
"CDA1-D","CDA1-A-CF5",1554.936
"CDA1-D","CDA1-A-CF5",127.88
"CDA1-D","CDA1-A-CF5",222.384
"CDA1-D","CDA1-A-CF5",106.869
"CDA1-D","CDA1-A-CF5",3.564
"CDA1-D","CDA1-A-CF5",25.68
"CDA1-D","CDA1-A-CF5",12.384
"CDA1-D","CDA1-A-CF5",25.3
"CDA1-D","CDA1-A-CF5",95.94
"CDA1-D","CDA1-A-CF5",7.5
"CDA1-D","CDA1-A-CF5",302.376
"CDA1-D","CDA1-A-CF5",46.688
"CDA1-D","CDA1-A-CF5",17.94
"CDA1-D","CDA1-A-CF5",370.14
"CDA1-D","CDA1-A-CF5",8.928
"CDA1-D","CDA1-A-CF5",2678.94
"CDA1-D","CDA1-A-CF5",387.136
"CDA1-D","CDA1-A-CF5",45.408
"CDA1-D","CDA1-A-CF5",77.952
"CDA1-D","CDA1-A-CF5",3
"CDA1-D","CDA1-A-CF5",9.952
"CDA1-D","CDA1-A-CF5",37.896
"CDA1-D","CDA1-A-CF5",65.584
"CDA1-D","CDA1-A-CF5",44.784
"CDA1-D","CDA1-A-CF5",1035.8
"CDA1-D","CDA1-A-CF5",5.76
"CDA1-D","CDA1-A-CF5",19.98
"CDA1-D","CDA1-A-CF5",35.98
"CDA1-D","CDA1-A-CF5",16.656
"CDA1-D","CDA1-A-CF5",20.7
"CDA1-D","CDA1-A-CF5",83.7
"CDA1-D","CDA1-A-CF5",199.8
"CDA1-D","CDA1-A-CF5",45.68
"CDA1-D","CDA1-A-CF5",110.96
"CDA1-D","CDA1-A-CF5",11.94
"CDA1-D","CDA1-A-CF5",8749.95
"CDA1-D","CDA1-A-CF5",36.4
"CDA1-D","CDA1-A-CF5",18.69
"CDA1-D","CDA1-A-CF5",5.94
"CDA1-D","CDA1-A-CF5",60.736
"CDA1-D","CDA1-A-CF5",479.976
"CDA1-D","CDA1-A-CF5",6.08
"CDA1-D","CDA1-A-CF5",165.6
"CDA1-D","CDA1-A-CF5",59.52
"CDA1-D","CDA1-A-CF5",479.97
"CDA1-D","CDA1-A-CF5",18.62
"CDA1-D","CDA1-A-CF5",49.632
"CDA1-D","CDA1-A-CF5",97.82
"CDA1-D","CDA1-A-CF5",15.984
"CDA1-D","CDA1-A-CF5",184.752
"CDA1-D","CDA1-A-CF5",12.96
"CDA1-D","CDA1-A-CF5",366.744
"CDA1-D","CDA1-A-CF5",8.856
"CDA1-D","CDA1-A-CF5",27.96
"CDA1-D","CDA1-A-CF5",146.352
"CDA1-D","CDA1-A-CF5",175.23
"CDA1-D","CDA1-A-CF5",125.99
"CDA1-D","CDA1-A-CF5",23
"CDA1-D","CDA1-A-CF5",25.584
"CDA1-D","CDA1-A-CF5",73.784
"CDA1-D","CDA1-A-CF5",20.736
"CDA1-D","CDA1-A-CF5",17.52
"CDA1-D","CDA1-A-CF5",35.76
"CDA1-D","CDA1-A-CF5",3.64
"CDA1-D","CDA1-A-CF5",30.336
"CDA1-D","CDA1-A-CF5",12.99
"CDA1-D","CDA1-A-CF5",182.22
"CDA1-D","CDA1-A-CF5",302.94
"CDA1-D","CDA1-A-CF5",54.992
"CDA1-D","CDA1-A-CF5",12.99
"CDA1-D","CDA1-A-CF5",55.86
"CDA1-D","CDA1-A-CF5",44.376
"CDA1-D","CDA1-A-CF5",51.264
"CDA1-D","CDA1-A-CF5",5.193
"CDA1-D","CDA1-A-CF5",159.984
"CDA1-D","CDA1-A-CF5",54.224
"CDA1-D","CDA1-A-CF5",241.424
"CDA1-D","CDA1-A-CF5",33.36
"CDA1-D","CDA1-A-CF5",13.76
"CDA1-D","CDA1-A-CF5",496.86
"CDA1-D","CDA1-A-CF5",389.97
"CDA1-D","CDA1-A-CF5",9.82
"CDA1-D","CDA1-A-CF5",56.4
"CDA1-D","CDA1-A-CF5",18.312
"CDA1-D","CDA1-A-CF5",25.92
"CDA1-D","CDA1-A-CF5",8.016
"CDA1-D","CDA1-A-CF5",479.984
"CDA1-D","CDA1-A-CF5",30.84
"CDA1-D","CDA1-A-CF5",33.568
"CDA1-D","CDA1-A-CF5",422.625
"CDA1-D","CDA1-A-CF5",199.98
"CDA1-D","CDA1-A-CF5",20.24
"CDA1-D","CDA1-A-CF5",39.92
"CDA1-D","CDA1-A-CF5",32.54
"CDA1-D","CDA1-A-CF5",39
"CDA1-D","CDA1-A-CF5",12.6
"CDA1-D","CDA1-A-CF5",24.64
"CDA1-D","CDA1-A-CF5",6.264
"CDA1-D","CDA1-A-CF5",14.432
"CDA1-D","CDA1-A-CF5",719.976
"CDA1-D","CDA1-A-CF5",239.92
"CDA1-D","CDA1-A-CF5",1056.86
"CDA1-D","CDA1-A-CF5",447.944
"CDA1-D","CDA1-A-CF5",150.408
"CDA1-D","CDA1-A-CF5",453.576
"CDA1-D","CDA1-A-CF5",45.36
"CDA1-D","CDA1-A-CF5",287.88
"CDA1-D","CDA1-A-CF5",131.88
"CDA1-D","CDA1-A-CF5",2.328
"CDA1-D","CDA1-A-CF5",1454.9
"CDA1-D","CDA1-A-CF5",4.842
"CDA1-D","CDA1-A-CF5",220.704
"CDA1-D","CDA1-A-CF5",67.176
"CDA1-D","CDA1-A-CF5",15.232
"CDA1-D","CDA1-A-CF5",31.104
"CDA1-D","CDA1-A-CF5",968.744
"CDA1-D","CDA1-A-CF5",222.352
"CDA1-D","CDA1-A-CF5",479.984
"CDA1-D","CDA1-A-CF5",10.272
"CDA1-D","CDA1-A-CF5",998.85
"CDA1-D","CDA1-A-CF5",24.56
"CDA1-D","CDA1-A-CF5",5.67
"CDA1-D","CDA1-A-CF5",14.336
"CDA1-D","CDA1-A-CF5",102.3
"CDA1-D","CDA1-A-CF5",607.52
"CDA1-D","CDA1-A-CF5",31.16
"CDA1-D","CDA1-A-CF5",2.61
"CDA1-D","CDA1-A-CF5",10.332
"CDA1-D","CDA1-A-CF5",10.368
"CDA1-D","CDA1-A-CF5",20.784
"CDA1-D","CDA1-A-CF5",66.96
"CDA1-D","CDA1-A-CF5",17.248
"CDA1-D","CDA1-A-CF5",11.088
"CDA1-D","CDA1-A-CF5",1287.45
"CDA1-D","CDA1-A-CF5",168.1
"CDA1-D","CDA1-A-CF5",51.968
"CDA1-D","CDA1-A-CF5",4.768
"CDA1-D","CDA1-A-CF5",7.98
"CDA1-D","CDA1-A-CF5",18.688
"CDA1-D","CDA1-A-CF5",11.664
"CDA1-D","CDA1-A-CF5",191.976
"CDA1-D","CDA1-A-CF5",499.168
"CDA1-D","CDA1-A-CF5",11.88
"CDA1-D","CDA1-A-CF5",35.44
"CDA1-D","CDA1-A-CF5",67.136
"CDA1-D","CDA1-A-CF5",4.32
"CDA1-D","CDA1-A-CF5",14.94
"CDA1-D","CDA1-A-CF5",40.54
"CDA1-D","CDA1-A-CF5",7.312
"CDA1-D","CDA1-A-CF5",475.944
"CDA1-D","CDA1-A-CF5",30.08
"CDA1-D","CDA1-A-CF5",165.6
"CDA1-D","CDA1-A-CF5",180.96
"CDA1-D","CDA1-A-CF5",23.18
"CDA1-D","CDA1-A-CF5",56.96
